0	0
0.002	9.49199e-13
0.004	1.51598e-11
0.006	7.65163e-11
0.008	2.40814e-10
0.01	5.8475e-10
0.012	1.20454e-09
0.014	2.21415e-09
0.016	3.74325e-09
0.018	5.9348e-09
0.02	8.94241e-09
0.022	1.29275e-08
0.024	1.80561e-08
0.026	2.4496e-08
0.028	3.24131e-08
0.03	4.19683e-08
0.032	5.33142e-08
0.034	6.65921e-08
0.036	8.19283e-08
0.038	9.94318e-08
0.04	1.19191e-07
0.042	1.41273e-07
0.044	1.65717e-07
0.046	1.92539e-07
0.048	2.21724e-07
0.05	2.5323e-07
0.052	2.86982e-07
0.054	3.22877e-07
0.056	3.60783e-07
0.058	4.00534e-07
0.06	4.4194e-07
0.062	4.84781e-07
0.064	5.28813e-07
0.066	5.73767e-07
0.068	6.19356e-07
0.07	6.65273e-07
0.072	7.11197e-07
0.074	7.56796e-07
0.076	8.01729e-07
0.078	8.45652e-07
0.08	8.88221e-07
0.082	9.29094e-07
0.084	9.67937e-07
0.086	1.00443e-06
0.088	1.03826e-06
0.09	1.06915e-06
0.092	1.09682e-06
0.094	1.12104e-06
0.096	1.14158e-06
0.098	1.15828e-06
0.1	1.17097e-06
0.102	1.17955e-06
0.104	1.18393e-06
0.106	1.18407e-06
0.108	1.17997e-06
0.11	1.17166e-06
0.112	1.15921e-06
0.114	1.14272e-06
0.116	1.12235e-06
0.118	1.09827e-06
0.12	1.07068e-06
0.122	1.03982e-06
0.124	1.00596e-06
0.126	9.69381e-07
0.128	9.30392e-07
0.13	8.89318e-07
0.132	8.46494e-07
0.134	8.02264e-07
0.136	7.56981e-07
0.138	7.10992e-07
0.14	6.64648e-07
0.142	6.18288e-07
0.144	5.72242e-07
0.146	5.26825e-07
0.148	4.82336e-07
0.15	4.39052e-07
0.152	3.97226e-07
0.154	3.57086e-07
0.156	3.18832e-07
0.158	2.82635e-07
0.16	2.48633e-07
0.162	2.16937e-07
0.164	1.87622e-07
0.166	1.60733e-07
0.168	1.36286e-07
0.17	1.14265e-07
0.172	9.46273e-08
0.174	7.73025e-08
0.176	6.21971e-08
0.178	4.91961e-08
0.18	3.81658e-08
0.182	2.89569e-08
0.184	2.14082e-08
0.186	1.53496e-08
0.188	1.0606e-08
0.19	7.00048e-09
0.192	4.35811e-09
0.194	2.5093e-09
0.196	1.29309e-09
0.198	5.60222e-10
0.2	1.76032e-10
0.202	2.29929e-11
0.204	2.94663e-12
0.206	3.89662e-11
0.208	7.68155e-11
0.21	8.5986e-11
0.212	6.02935e-11
0.214	1.80233e-11
0.216	1.62128e-12
0.218	7.69361e-11
0.22	3.32023e-10
0.222	8.75529e-10
0.224	1.83468e-09
0.226	3.35292e-09
0.228	5.5872e-09
0.23	8.70502e-09
0.232	1.28812e-08
0.234	1.82945e-08
0.236	2.51241e-08
0.238	3.35459e-08
0.24	4.37293e-08
0.242	5.5833e-08
0.244	7.0002e-08
0.246	8.63644e-08
0.248	1.05028e-07
0.25	1.26077e-07
0.252	1.49571e-07
0.254	1.7554e-07
0.256	2.03988e-07
0.258	2.34884e-07
0.26	2.68168e-07
0.262	3.03746e-07
0.264	3.41492e-07
0.266	3.81248e-07
0.268	4.22827e-07
0.27	4.66009e-07
0.272	5.10548e-07
0.274	5.56173e-07
0.276	6.02588e-07
0.278	6.4948e-07
0.28	6.96518e-07
0.282	7.43356e-07
0.284	7.89641e-07
0.286	8.35015e-07
0.288	8.79118e-07
0.29	9.21592e-07
0.292	9.62087e-07
0.294	1.00026e-06
0.296	1.0358e-06
0.298	1.06839e-06
0.3	1.09775e-06
0.302	1.12363e-06
0.304	1.14579e-06
0.306	1.16405e-06
0.308	1.17824e-06
0.31	1.18824e-06
0.312	1.19395e-06
0.314	1.19534e-06
0.316	1.19238e-06
0.318	1.18511e-06
0.32	1.1736e-06
0.322	1.15795e-06
0.324	1.13831e-06
0.326	1.11484e-06
0.328	1.08777e-06
0.33	1.05732e-06
0.332	1.02378e-06
0.334	9.87418e-07
0.336	9.48562e-07
0.338	9.07534e-07
0.34	8.64676e-07
0.342	8.20338e-07
0.344	7.74875e-07
0.346	7.28643e-07
0.348	6.81995e-07
0.35	6.35275e-07
0.352	5.88819e-07
0.354	5.42945e-07
0.356	4.97956e-07
0.358	4.54133e-07
0.36	4.11733e-07
0.362	3.70988e-07
0.364	3.32101e-07
